days_since_last_booking,days_since_first_booking,months_as_client,total_bookings,bookings_last_30_days,bookings_last_90_days,bookings_last_180_days,avg_days_between_bookings,max_gap_between_bookings,booking_frequency_trend,total_revenue,avg_booking_value,max_booking_value,total_participants,avg_participants_per_booking,revenue_last_90_days,revenue_trend,avg_overall_rating,avg_nps_score,avg_trainer_rating,latest_rating,min_rating_ever,has_given_feedback,rating_trend,num_course_categories,num_unique_courses,category_diversity_score,total_communications,communications_last_90_days,avg_communications_per_booking,industry_encoded,company_size_encoded,region_encoded,account_manager_encoded
702.0,1448.0,48.266666666666666,10.0,0.0,0.0,0.0,82.88888888888889,97.0,0.0,1605467.0,160546.7,274820.0,245.0,24.5,0.0,0.3393692388843071,4.171428571428572,7.571428571428571,4.385714285714285,4.2,3.4,1.0,-0.05232558139534876,6.0,10.0,2.4464393446710155,33.0,5.0,3.3,12,0,0,3
392.0,798.0,26.6,9.0,0.0,0.0,0.0,50.75,59.0,0.25,645262.0,71695.77777777778,130575.0,80.0,8.88888888888889,0.0,0.08138801721718657,4.514285714285714,7.857142857142857,4.485714285714286,4.7,3.4,1.0,0.005555555555555635,7.0,8.0,2.725480556997868,29.0,4.0,3.2222222222222223,0,2,0,1
151.0,578.0,19.266666666666666,12.0,0.0,0.0,1.0,38.81818181818182,49.0,0.0,1481445.0,123453.75,200838.0,212.0,17.666666666666668,0.0,0.08365155383024958,4.422222222222222,8.88888888888889,4.511111111111111,4.5,3.7,1.0,0.009090909090908896,8.0,11.0,2.8553885422075336,13.0,2.0,1.0833333333333333,1,1,5,0
1524.0,1560.0,52.0,2.0,0.0,0.0,0.0,36.0,36.0,0.0,75590.0,37795.0,53600.0,13.0,6.5,0.0,0.0,3.4,5.0,3.5,3.4,3.4,1.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2,3,5,0
810.0,1451.0,48.36666666666667,8.0,0.0,0.0,0.0,91.57142857142857,97.0,0.0,2007319.0,250914.875,331205.0,223.0,27.875,0.0,0.028500603299654998,3.9999999999999996,6.857142857142857,4.114285714285715,3.9,3.4,1.0,-0.05645161290322592,5.0,7.0,2.25,27.0,2.0,3.375,7,0,5,3
63.0,63.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,48125.0,48125.0,48125.0,11.0,11.0,48125.0,0.0,3.5,7.0,3.6,3.5,3.5,1.0,0.0,1.0,1.0,0.0,7.0,7.0,7.0,8,2,4,0
702.0,1340.0,44.666666666666664,10.0,0.0,0.0,0.0,70.88888888888889,81.0,0.0,749750.0,74975.0,126098.0,93.0,9.3,0.0,0.195133376860264,3.7800000000000002,7.6,3.9599999999999995,3.6,3.5,1.0,0.08333333333333329,6.0,8.0,2.4464393446710155,24.0,0.0,2.4,9,2,2,4
166.0,998.0,33.266666666666666,12.0,0.0,0.0,1.0,75.63636363636364,87.0,0.0,2075235.0,172936.25,281554.0,305.0,25.416666666666668,0.0,0.15588448260995572,4.333333333333333,8.5,4.416666666666666,4.1,3.6,1.0,-0.07407407407407401,5.0,9.0,1.896240625180289,25.0,4.0,2.0833333333333335,12,0,1,1
884.0,1101.0,36.7,3.0,0.0,0.0,0.0,108.5,109.0,1.0,394704.0,131568.0,152160.0,64.0,21.333333333333332,0.0,0.5509431021044428,4.0,7.0,4.1,4.0,4.0,1.0,0.0,3.0,3.0,1.584962500721156,10.0,2.0,3.3333333333333335,7,0,4,2
492.0,558.0,18.6,3.0,0.0,0.0,0.0,33.0,35.0,-0.5,306742.0,102247.33333333333,136689.0,50.0,16.666666666666668,0.0,0.3577363792727537,4.233333333333333,8.080128205128204,4.333333333333333,4.2,3.6,0.0,0.0,3.0,3.0,1.584962500721156,11.0,3.0,3.6666666666666665,12,1,2,1
1277.0,1277.0,42.56666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42205.0,42205.0,42205.0,5.0,5.0,0.0,0.0,4.1,7.0,4.5,4.1,4.1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,4,3,1,3
396.0,979.0,32.63333333333333,15.0,0.0,0.0,0.0,41.642857142857146,55.0,0.14285714285714285,2984165.0,198944.33333333334,324555.0,399.0,26.6,0.0,0.8634005887602788,4.2,8.0,4.2444444444444445,4.5,3.5,1.0,0.10188679245283036,6.0,11.0,2.4225797618424916,15.0,1.0,1.0,9,0,2,2
536.0,1355.0,45.166666666666664,20.0,0.0,0.0,0.0,43.10526315789474,58.0,0.0,833564.0,41678.2,94170.0,113.0,5.65,0.0,-0.30954370310281887,4.23125,8.0625,4.3999999999999995,4.2,3.6,1.0,-0.05459770114942505,12.0,18.0,3.3464393446710154,61.0,3.0,3.05,8,3,5,1
752.0,1387.0,46.233333333333334,13.0,0.0,0.0,0.0,52.916666666666664,70.0,-0.14285714285714285,898982.0,69152.46153846153,160017.0,135.0,10.384615384615385,0.0,0.1389145360220822,4.1,7.916666666666667,4.175,4.1,3.4,1.0,0.06722689075630263,8.0,12.0,2.8150724101159437,44.0,2.0,3.3846153846153846,4,2,4,1
327.0,625.0,20.833333333333332,9.0,0.0,0.0,0.0,37.25,45.0,0.25,957678.0,106408.66666666667,152475.0,163.0,18.11111111111111,0.0,-0.009525144952430335,4.387499999999999,8.5,4.425,3.9,3.7,1.0,0.028901734104046454,6.0,8.0,2.5032583347756456,30.0,7.0,3.3333333333333335,4,1,5,0
1342.0,1342.0,44.733333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68496.0,68496.0,68496.0,8.0,8.0,0.0,0.0,4.7,10.0,5.0,4.7,4.7,1.0,0.0,1.0,1.0,0.0,7.0,2.0,7.0,6,3,0,2
148.0,1009.0,33.63333333333333,11.0,0.0,0.0,1.0,86.1,98.0,0.2,674018.0,61274.36363636364,100240.0,108.0,9.818181818181818,0.0,0.1579725148044022,4.25,7.833333333333333,4.266666666666667,5.0,3.6,1.0,0.125,9.0,11.0,3.095795255000934,23.0,2.0,2.090909090909091,0,2,3,2
514.0,930.0,31.0,15.0,0.0,0.0,0.0,29.714285714285715,43.0,-0.125,1809996.0,120666.4,198418.0,266.0,17.733333333333334,0.0,0.12051001379692691,4.261538461538461,8.153846153846153,4.23076923076923,3.8,3.3,1.0,-0.04471101417666307,9.0,13.0,2.955913095175825,30.0,3.0,2.0,1,1,0,3
894.0,1457.0,48.56666666666667,10.0,0.0,0.0,0.0,62.55555555555556,75.0,0.0,839486.0,83948.6,153482.0,100.0,10.0,0.0,-0.07087886204083511,4.3999999999999995,8.444444444444445,4.433333333333334,4.0,3.8,1.0,0.13170731707317096,7.0,9.0,2.6464393446710157,11.0,0.0,1.1,12,2,4,3
24.0,434.0,14.466666666666667,13.0,1.0,3.0,6.0,34.166666666666664,53.0,0.16666666666666666,994020.0,76463.07692307692,134100.0,147.0,11.307692307692308,118985.0,-0.1619641848128236,4.475,8.666666666666666,4.558333333333333,4.8,3.8,1.0,-0.0037174721189590946,8.0,12.0,2.7773627950641693,31.0,4.0,2.3846153846153846,1,2,1,3
1397.0,1416.0,47.2,2.0,0.0,0.0,0.0,19.0,19.0,0.0,235976.0,117988.0,119084.0,26.0,13.0,0.0,0.0,4.550000000000001,8.0,4.6,4.9,4.2,1.0,0.0,2.0,2.0,1.0,6.0,0.0,3.0,10,2,1,2
1127.0,1611.0,53.7,10.0,0.0,0.0,0.0,53.77777777777778,69.0,0.0,1667816.0,166781.6,305486.0,281.0,28.1,0.0,0.1605065573685546,4.328571428571428,8.428571428571429,4.357142857142857,4.8,4.0,1.0,0.025390625000000014,7.0,9.0,2.6464393446710157,34.0,3.0,3.4,3,0,0,1
1151.0,1601.0,53.36666666666667,10.0,0.0,0.0,0.0,50.0,61.0,0.0,589139.0,58913.9,116285.0,108.0,10.8,0.0,0.7011962238025153,4.15,8.125,4.2875,4.6,3.6,1.0,0.07499999999999996,7.0,8.0,2.6464393446710157,12.0,0.0,1.2,8,2,5,1
46.0,46.0,1.5333333333333334,1.0,0.0,1.0,1.0,0.0,0.0,0.0,105480.0,105480.0,105480.0,20.0,20.0,105480.0,0.0,4.6,10.0,4.5,4.6,4.6,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,2,1,1,3
636.0,1056.0,35.2,9.0,0.0,0.0,0.0,52.5,67.0,-0.2,670071.0,74452.33333333333,143403.0,93.0,10.333333333333334,0.0,0.12895573947463113,4.085714285714285,7.142857142857143,4.171428571428572,4.7,3.4,1.0,-0.020161290322580575,7.0,9.0,2.725480556997868,11.0,0.0,1.2222222222222223,7,2,2,1
227.0,681.0,22.7,6.0,0.0,0.0,0.0,90.8,102.0,0.0,698119.0,116353.16666666667,167775.0,118.0,19.666666666666668,0.0,0.3071297324450086,4.416666666666667,8.333333333333334,4.433333333333334,4.8,4.0,1.0,0.10317460317460322,5.0,5.0,2.2516291673878226,19.0,4.0,3.1666666666666665,9,1,1,1
56.0,613.0,20.433333333333334,13.0,0.0,1.0,3.0,46.416666666666664,56.0,-0.14285714285714285,2151223.0,165478.6923076923,311392.0,301.0,23.153846153846153,142692.0,-0.07468585138782756,4.1,6.555555555555555,4.0888888888888895,3.4,3.4,1.0,-0.04285714285714279,6.0,11.0,2.4116022179746714,18.0,4.0,1.3846153846153846,10,0,5,0
1484.0,1811.0,60.36666666666667,11.0,0.0,0.0,0.0,32.7,48.0,0.2,789817.0,71801.54545454546,119182.0,114.0,10.363636363636363,0.0,-0.13739310953760092,4.31,8.0,4.32,4.7,3.8,1.0,-0.03196347031963463,6.0,10.0,2.3685225277282065,36.0,2.0,3.272727272727273,0,2,2,4
301.0,604.0,20.133333333333333,5.0,0.0,0.0,0.0,75.75,87.0,0.5,168844.0,33768.8,50016.0,25.0,5.0,0.0,1.5066155465343558,4.066666666666666,7.666666666666667,4.166666666666667,4.3,3.6,1.0,0.19444444444444436,4.0,5.0,1.9219280948873623,15.0,3.0,3.0,7,3,3,0
400.0,687.0,22.9,5.0,0.0,0.0,0.0,71.75,85.0,0.5,287719.0,57543.8,93420.0,41.0,8.2,0.0,-0.15288596359695156,4.220000000000001,7.6,4.539999999999999,4.0,4.0,1.0,-0.031007751937984586,5.0,5.0,2.321928094887362,17.0,6.0,3.4,12,3,1,2
1654.0,1745.0,58.166666666666664,3.0,0.0,0.0,0.0,45.5,46.0,1.0,371758.0,123919.33333333333,166540.0,54.0,18.0,0.0,-0.06734030090023431,4.1000000000000005,7.666666666666667,4.133333333333333,4.2,4.0,1.0,0.03750000000000009,3.0,3.0,1.584962500721156,11.0,0.0,3.6666666666666665,1,1,4,3
1060.0,1161.0,38.7,4.0,0.0,0.0,0.0,33.666666666666664,39.0,0.0,248288.0,62072.0,97695.0,35.0,8.75,0.0,-0.4426128736843426,4.05,8.25,4.075,3.5,3.5,1.0,-0.21978021978021978,4.0,4.0,2.0,8.0,0.0,2.0,5,2,5,1
675.0,1076.0,35.86666666666667,14.0,0.0,0.0,0.0,30.846153846153847,46.0,0.0,1961851.0,140132.2142857143,216600.0,322.0,23.0,0.0,0.03336653438070373,4.246153846153846,8.153846153846153,4.3538461538461535,4.8,3.5,1.0,0.00562429696287962,8.0,13.0,2.8423709931771084,42.0,1.0,3.0,11,0,0,2
80.0,454.0,15.133333333333333,7.0,0.0,1.0,2.0,62.333333333333336,67.0,-0.25,333520.0,47645.71428571428,98244.0,58.0,8.285714285714286,25590.0,-0.0475566596338392,4.542857142857143,8.857142857142858,4.5857142857142845,4.6,3.9,1.0,0.003676470588235281,5.0,6.0,2.128085278891394,22.0,5.0,3.142857142857143,3,2,4,2
44.0,751.0,25.033333333333335,14.0,0.0,1.0,3.0,54.38461538461539,67.0,0.0,1093651.0,78117.92857142857,126530.0,146.0,10.428571428571429,47750.0,0.2582937214267721,4.285714285714286,8.142857142857142,4.378571428571429,5.0,3.4,1.0,0.08333333333333302,8.0,14.0,2.8423709931771084,31.0,5.0,2.2142857142857144,4,2,3,1
690.0,1410.0,47.0,14.0,0.0,0.0,0.0,55.38461538461539,69.0,0.0,2276463.0,162604.5,284970.0,351.0,25.071428571428573,0.0,0.045767892110387835,4.1,8.090909090909092,4.28181818181818,3.9,3.5,1.0,0.10395189003436403,9.0,12.0,2.950212064914747,29.0,2.0,2.0714285714285716,0,0,3,4
1508.0,1712.0,57.06666666666667,4.0,0.0,0.0,0.0,68.0,76.0,0.0,348205.0,87051.25,108953.0,56.0,14.0,0.0,-0.34086967294350845,4.125,8.0,4.3,3.9,3.7,1.0,-0.14606741573033716,4.0,4.0,2.0,5.0,0.0,1.25,4,1,1,4
909.0,1191.0,39.7,6.0,0.0,0.0,0.0,56.4,64.0,0.0,452064.0,75344.0,118014.0,78.0,13.0,0.0,-0.27178787287970363,4.333333333333333,9.0,4.333333333333333,4.7,3.6,1.0,0.3055555555555556,5.0,6.0,2.2516291673878226,18.0,1.0,3.0,5,1,1,3
572.0,839.0,27.966666666666665,10.0,0.0,0.0,0.0,29.666666666666668,47.0,0.0,1332315.0,133231.5,226650.0,183.0,18.3,0.0,0.22967782748181295,4.077777777777778,7.777777777777778,4.133333333333334,4.1,3.6,1.0,-0.03132530120481925,7.0,9.0,2.721928094887362,14.0,1.0,1.4,9,1,4,3
1371.0,1825.0,60.833333333333336,13.0,0.0,0.0,0.0,37.833333333333336,48.0,-0.14285714285714285,824421.0,63417.0,126900.0,123.0,9.461538461538462,0.0,0.40382229771175904,4.366666666666667,8.333333333333334,4.425,4.0,3.7,1.0,-0.10830324909747294,8.0,12.0,2.7773627950641693,18.0,0.0,1.3846153846153846,0,2,3,4
724.0,757.0,25.233333333333334,2.0,0.0,0.0,0.0,33.0,33.0,0.0,418647.0,209323.5,261312.0,49.0,24.5,0.0,0.0,4.9,9.0,4.7,4.8,4.8,1.0,0.0,2.0,2.0,1.0,5.0,0.0,2.5,4,0,3,2
1183.0,1453.0,48.43333333333333,8.0,0.0,0.0,0.0,38.57142857142857,48.0,0.0,779686.0,97460.75,194184.0,142.0,17.75,0.0,-0.2581403297908703,4.171428571428572,8.142857142857142,4.328571428571428,3.7,3.6,1.0,-0.12777777777777782,5.0,7.0,2.25,13.0,3.0,1.625,9,1,4,3
82.0,188.0,6.266666666666667,3.0,0.0,1.0,2.0,53.0,55.0,-0.5,226236.0,75412.0,108072.0,27.0,9.0,108072.0,0.9276332732423384,3.8,8.0,3.9,3.8,3.8,1.0,0.0,3.0,3.0,1.584962500721156,3.0,1.0,1.0,4,2,3,0
1174.0,1210.0,40.333333333333336,4.0,0.0,0.0,0.0,12.0,14.0,0.0,655625.0,163906.25,225607.0,106.0,26.5,0.0,-0.13691027615642992,4.4,8.0,4.3,4.0,4.0,1.0,0.0,4.0,4.0,2.0,9.0,1.0,2.25,11,0,0,0
1091.0,1630.0,54.333333333333336,12.0,0.0,0.0,0.0,49.0,67.0,-0.2857142857142857,1705919.0,142159.91666666666,264814.0,198.0,16.5,0.0,0.018480743063361463,4.2700000000000005,7.3,4.430000000000001,4.2,3.3,1.0,-0.013953488372092933,6.0,9.0,2.3553885422075336,15.0,1.0,1.25,1,1,2,3
41.0,510.0,17.0,9.0,0.0,1.0,3.0,58.625,71.0,-0.2,1933204.0,214800.44444444444,363297.0,239.0,26.555555555555557,137720.0,-0.21156567108993063,4.1375,7.25,4.2875,4.0,3.4,1.0,0.06875000000000009,6.0,7.0,2.4193819456463714,28.0,4.0,3.111111111111111,8,0,0,3
1286.0,1812.0,60.4,10.0,0.0,0.0,0.0,58.44444444444444,75.0,0.0,1891054.0,189105.4,340305.0,271.0,27.1,0.0,-0.017684142554944538,4.05,7.25,4.1875,3.9,3.9,1.0,-0.03636363636363634,8.0,9.0,2.9219280948873623,21.0,0.0,2.1,12,0,5,3
1589.0,1589.0,52.96666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,273093.0,273093.0,273093.0,29.0,29.0,0.0,0.0,4.233333333333333,8.080128205128204,4.333333333333333,4.2,3.6,0.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,9,0,0,1
330.0,385.0,12.833333333333334,3.0,0.0,0.0,0.0,27.5,35.0,1.0,268755.0,89585.0,103920.0,40.0,13.333333333333334,0.0,0.15898148148148147,4.050000000000001,7.5,4.15,4.4,3.7,1.0,0.0,2.0,3.0,0.9182958340544896,13.0,4.0,4.333333333333333,4,2,5,3
609.0,937.0,31.233333333333334,9.0,0.0,0.0,0.0,41.0,48.0,0.25,298266.0,33140.666666666664,50264.0,42.0,4.666666666666667,0.0,-0.17636395802996696,4.4,8.375,4.512499999999999,4.6,4.1,1.0,-2.0185873175002846e-16,9.0,9.0,3.169925001442312,18.0,2.0,2.0,0,3,1,4
332.0,750.0,25.0,6.0,0.0,0.0,0.0,83.6,93.0,0.0,194756.0,32459.333333333332,49952.0,37.0,6.166666666666667,0.0,0.13815515007794824,4.16,7.4,4.320000000000001,4.3,3.9,1.0,0.045267489711934214,5.0,6.0,2.2516291673878226,8.0,1.0,1.3333333333333333,6,3,4,4
157.0,491.0,16.366666666666667,5.0,0.0,0.0,1.0,83.5,87.0,0.5,947707.0,189541.4,259825.0,137.0,27.4,0.0,0.28393773425295304,4.2,8.666666666666666,4.433333333333334,4.9,3.8,1.0,0.15789473684210542,5.0,5.0,2.321928094887362,5.0,1.0,1.0,1,0,3,2
60.0,419.0,13.966666666666667,7.0,0.0,1.0,2.0,59.833333333333336,70.0,-0.25,288689.0,41241.28571428572,85456.0,39.0,5.571428571428571,35640.0,-0.49451747392103534,4.085714285714286,7.571428571428571,4.185714285714286,4.8,3.6,1.0,0.13157894736842093,7.0,7.0,2.8073549220576037,18.0,4.0,2.5714285714285716,1,3,1,1
873.0,1344.0,44.8,9.0,0.0,0.0,0.0,58.875,68.0,0.25,667638.0,74182.0,116625.0,83.0,9.222222222222221,0.0,0.24220604429218148,4.333333333333333,8.5,4.566666666666666,3.9,3.6,1.0,-0.12949640287769795,6.0,9.0,2.5032583347756456,13.0,2.0,1.4444444444444444,4,2,3,1
1014.0,1619.0,53.96666666666667,9.0,0.0,0.0,0.0,75.625,84.0,0.25,892415.0,99157.22222222222,179877.0,143.0,15.88888888888889,0.0,-0.0032937718318082235,4.1,8.0,4.2125,3.5,3.5,1.0,0.11612903225806456,6.0,8.0,2.4193819456463714,18.0,0.0,2.0,10,1,1,3
1429.0,1772.0,59.06666666666667,9.0,0.0,0.0,0.0,42.875,54.0,0.25,753205.0,83689.44444444444,113355.0,146.0,16.22222222222222,0.0,0.28620928428982945,4.2333333333333325,8.11111111111111,4.2555555555555555,4.5,3.5,1.0,-0.027906976744186074,4.0,6.0,1.8365916681089791,9.0,0.0,1.0,3,1,0,3
359.0,768.0,25.6,6.0,0.0,0.0,0.0,81.8,92.0,0.0,414934.0,69155.66666666667,123071.0,53.0,8.833333333333334,0.0,-0.49297396243821123,4.375,8.5,4.5249999999999995,4.4,4.2,1.0,-0.03370786516853921,5.0,5.0,2.2516291673878226,9.0,1.0,1.5,1,2,3,2
750.0,1479.0,49.3,9.0,0.0,0.0,0.0,91.125,103.0,0.25,1597223.0,177469.22222222222,282720.0,250.0,27.77777777777778,0.0,0.17047840964992494,4.357142857142858,8.714285714285714,4.6000000000000005,4.2,3.7,1.0,0.07999999999999992,6.0,9.0,2.4193819456463714,28.0,2.0,3.111111111111111,3,0,5,0
51.0,674.0,22.466666666666665,17.0,0.0,1.0,4.0,38.9375,51.0,-0.1111111111111111,1850289.0,108840.5294117647,204375.0,300.0,17.647058823529413,63323.0,-0.023759050766952658,4.146153846153846,7.6923076923076925,4.207692307692308,4.4,3.6,1.0,-0.059477487493052095,10.0,15.0,3.1751231351134606,35.0,6.0,2.0588235294117645,13,1,3,1
15.0,58.0,1.9333333333333333,2.0,1.0,2.0,2.0,43.0,43.0,0.0,281878.0,140939.0,164880.0,29.0,14.5,281878.0,0.0,5.0,10.0,4.7,5.0,5.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,2.0,6,2,3,0
509.0,1410.0,47.0,9.0,0.0,0.0,0.0,112.625,127.0,-0.2,858732.0,95414.66666666667,157500.0,135.0,15.0,0.0,-0.22373758696011306,4.114285714285715,7.428571428571429,4.271428571428571,4.1,3.5,1.0,0.006097560975609625,7.0,9.0,2.725480556997868,31.0,1.0,3.4444444444444446,5,1,5,4
557.0,1017.0,33.9,5.0,0.0,0.0,0.0,115.0,129.0,0.5,538468.0,107693.6,130091.0,77.0,15.4,0.0,0.22351049751296168,4.175,8.0,4.074999999999999,5.0,3.6,1.0,0.19736842105263158,5.0,5.0,2.321928094887362,6.0,0.0,1.2,11,1,4,3
231.0,707.0,23.566666666666666,5.0,0.0,0.0,0.0,119.0,132.0,0.5,619000.0,123800.0,215992.0,115.0,23.0,0.0,0.8736646844695056,4.220000000000001,6.8,4.24,4.2,3.3,1.0,-0.20138888888888898,5.0,5.0,2.321928094887362,12.0,1.0,2.4,10,0,5,0
1029.0,1431.0,47.7,6.0,0.0,0.0,0.0,80.4,90.0,0.0,477412.0,79568.66666666667,129267.0,57.0,9.5,0.0,-0.18155778760488922,3.84,5.8,3.8400000000000007,3.9,3.4,1.0,-0.06666666666666676,5.0,6.0,2.2516291673878226,16.0,0.0,2.6666666666666665,13,2,5,0
802.0,1020.0,34.0,3.0,0.0,0.0,0.0,109.0,110.0,-0.5,248201.0,82733.66666666667,111345.0,34.0,11.333333333333334,0.0,0.9701532643312102,4.233333333333333,8.080128205128204,4.333333333333333,4.2,3.6,0.0,0.0,3.0,3.0,1.584962500721156,13.0,0.0,4.333333333333333,8,2,3,0
968.0,1050.0,35.0,3.0,0.0,0.0,0.0,41.0,42.0,1.0,438293.0,146097.66666666666,168256.0,67.0,22.333333333333332,0.0,-0.05862601946856091,4.2,7.333333333333333,4.266666666666667,4.3,3.9,1.0,-0.06818181818181834,3.0,3.0,1.584962500721156,10.0,0.0,3.3333333333333335,9,0,2,2
777.0,863.0,28.766666666666666,4.0,0.0,0.0,0.0,28.666666666666668,36.0,0.0,454664.0,113666.0,178224.0,84.0,21.0,0.0,-0.6443803072225933,3.9000000000000004,7.75,3.9499999999999997,3.8,3.7,1.0,0.07999999999999995,4.0,4.0,2.0,6.0,0.0,1.5,0,1,4,3
50.0,164.0,5.466666666666667,4.0,0.0,1.0,4.0,38.0,49.0,0.0,276795.0,69198.75,82187.0,28.0,7.0,44925.0,-0.27208315125788124,4.074999999999999,8.25,4.275,3.9,3.7,1.0,-0.12643678160919536,3.0,3.0,1.5,7.0,3.0,1.75,1,2,2,2
117.0,361.0,12.033333333333333,4.0,0.0,0.0,1.0,81.33333333333333,87.0,0.0,188644.0,47161.0,110440.0,21.0,5.25,0.0,4.28478144989339,4.5,8.75,4.625,4.3,4.2,1.0,0.02247191011235947,4.0,4.0,2.0,11.0,4.0,2.75,12,3,1,2
710.0,710.0,23.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72199.0,72199.0,72199.0,17.0,17.0,0.0,0.0,3.4,3.0,3.7,3.4,3.4,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3,1,3,3
