client_id,days_since_last_booking,days_since_first_booking,months_as_client,total_bookings,bookings_last_30_days,bookings_last_90_days,bookings_last_180_days,avg_days_between_bookings,max_gap_between_bookings,booking_frequency_trend,total_revenue,avg_booking_value,max_booking_value,total_participants,avg_participants_per_booking,revenue_last_90_days,revenue_trend,avg_overall_rating,avg_nps_score,avg_trainer_rating,latest_rating,min_rating_ever,has_given_feedback,rating_trend,num_course_categories,num_unique_courses,category_diversity_score,total_communications,communications_last_90_days,avg_communications_per_booking,churned,industry_encoded,company_size_encoded,region_encoded,account_manager_encoded
C0012,1067.0,1425.0,47.5,4.0,0.0,0.0,0.0,119.33333333333333,128.0,0.0,466270.0,116567.5,151830.0,103.0,25.75,0.0,0.6253054513924079,3.9,7.666666666666667,3.8666666666666667,4.0,3.5,1.0,0.17142857142857132,4.0,4.0,2.0,15.0,1.0,3.75,1,4,0,3,1
C0013,1544.0,1825.0,60.833333333333336,4.0,0.0,0.0,0.0,93.66666666666667,101.0,0.0,444262.0,111065.5,150038.0,56.0,14.0,0.0,0.8454985652797704,4.233333333333333,7.666666666666667,4.366666666666667,3.8,3.8,1.0,0.12820512820512833,4.0,4.0,2.0,4.0,0.0,1.0,1,9,2,5,2
C0014,835.0,1593.0,53.1,16.0,0.0,0.0,0.0,50.53333333333333,66.0,0.2857142857142857,1693427.0,105839.1875,185100.0,250.0,15.625,0.0,0.32622226373780344,4.291666666666667,8.333333333333334,4.358333333333333,5.0,3.7,1.0,0.09349593495934946,10.0,13.0,3.202819531114783,37.0,1.0,2.3125,1,8,1,2,4
C0015,53.0,150.0,5.0,3.0,0.0,1.0,3.0,48.5,53.0,-0.5,163950.0,54650.0,115318.0,25.0,8.333333333333334,23060.0,-0.7891395965937668,4.5,9.333333333333334,4.466666666666666,4.7,4.1,1.0,-0.0638297872340425,3.0,3.0,1.584962500721156,13.0,9.0,4.333333333333333,0,0,2,3,2
C0016,644.0,1005.0,33.5,9.0,0.0,0.0,0.0,45.125,60.0,0.25,458906.0,50989.555555555555,88404.0,76.0,8.444444444444445,0.0,0.21893302390549985,4.3,8.0,4.4,4.3,3.8,1.0,0.011695906432748496,7.0,9.0,2.725480556997868,14.0,1.0,1.5555555555555556,1,0,2,1,4
C0017,594.0,1407.0,46.9,15.0,0.0,0.0,0.0,58.07142857142857,71.0,-0.125,1679550.0,111970.0,235560.0,274.0,18.266666666666666,0.0,0.1697463765595368,4.158333333333334,7.833333333333333,4.291666666666667,4.5,3.5,1.0,0.053497942386831074,9.0,14.0,2.9735572622751856,33.0,2.0,2.2,1,8,1,4,1
C0018,663.0,1166.0,38.86666666666667,7.0,0.0,0.0,0.0,83.83333333333333,91.0,-0.25,334431.0,47775.857142857145,74991.0,47.0,6.714285714285714,0.0,0.24924477319283597,4.366666666666667,8.333333333333334,4.483333333333333,4.8,3.6,1.0,0.031007751937984593,6.0,7.0,2.521640636343318,25.0,2.0,3.5714285714285716,1,8,3,0,4
C0019,707.0,1084.0,36.13333333333333,7.0,0.0,0.0,0.0,62.833333333333336,75.0,-0.25,552303.0,78900.42857142857,111450.0,81.0,11.571428571428571,0.0,0.260577651147439,4.414285714285714,8.285714285714286,4.628571428571428,4.9,4.0,1.0,0.03269230769230768,6.0,7.0,2.521640636343318,18.0,6.0,2.5714285714285716,1,2,2,1,0
C0020,62.0,421.0,14.033333333333333,7.0,0.0,1.0,2.0,59.833333333333336,70.0,-0.25,288689.0,41241.28571428572,85456.0,39.0,5.571428571428571,35640.0,-0.49451747392103534,4.085714285714286,7.571428571428571,4.185714285714286,4.8,3.6,1.0,0.13157894736842093,7.0,7.0,2.8073549220576037,18.0,4.0,2.5714285714285716,0,1,3,1,1
C0021,399.0,1523.0,50.766666666666666,15.0,0.0,0.0,0.0,80.28571428571429,91.0,-0.125,2483868.0,165591.2,323102.0,364.0,24.266666666666666,0.0,-0.03756946211614599,4.354545454545455,8.636363636363637,4.372727272727272,4.2,3.7,1.0,0.02325581395348808,8.0,11.0,2.682588730501833,45.0,4.0,3.0,1,4,0,5,2
C0022,423.0,979.0,32.63333333333333,17.0,0.0,0.0,0.0,34.75,47.0,-0.1111111111111111,1069522.0,62913.05882352941,122904.0,118.0,6.9411764705882355,0.0,-0.11532975685369289,4.484615384615384,8.692307692307692,4.484615384615384,3.5,3.5,1.0,-0.04658385093167723,8.0,13.0,2.8163075192246447,55.0,5.0,3.235294117647059,1,9,3,2,1
C0023,119.0,372.0,12.4,9.0,0.0,0.0,2.0,31.625,46.0,0.25,1520331.0,168925.66666666666,227262.0,222.0,24.666666666666668,0.0,0.6600128637134062,4.387499999999999,7.75,4.5874999999999995,4.6,3.4,1.0,-0.016949152542372923,8.0,9.0,2.94770277922009,9.0,3.0,1.0,1,1,0,1,4
C0024,286.0,616.0,20.533333333333335,8.0,0.0,0.0,0.0,47.142857142857146,61.0,0.0,418980.0,52372.5,98260.0,52.0,6.5,0.0,-0.4491699516961857,4.071428571428571,8.0,4.228571428571428,3.9,3.5,1.0,0.03125,6.0,8.0,2.5,13.0,1.0,1.625,1,5,3,3,3
C0025,180.0,1142.0,38.06666666666667,12.0,0.0,0.0,0.0,87.45454545454545,100.0,0.0,829137.0,69094.75,148575.0,131.0,10.916666666666666,0.0,0.09258076809505678,4.29,8.7,4.35,4.5,3.5,1.0,0.08252427184465994,7.0,12.0,2.688721875540867,29.0,1.0,2.4166666666666665,1,6,2,4,1
C0026,126.0,196.0,6.533333333333333,2.0,0.0,0.0,1.0,70.0,70.0,0.0,128529.0,64264.5,77787.0,15.0,7.5,0.0,0.0,4.5,8.5,4.800000000000001,4.3,4.3,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1,5,3,0,3
C0027,448.0,890.0,29.666666666666668,14.0,0.0,0.0,0.0,34.0,49.0,0.0,1475902.0,105421.57142857143,196848.0,235.0,16.785714285714285,0.0,-0.1764354111323901,4.159999999999999,8.1,4.249999999999999,3.8,3.6,1.0,-0.0651162790697673,10.0,12.0,3.0930692077718898,30.0,7.0,2.142857142857143,1,12,1,5,2
C0028,377.0,842.0,28.066666666666666,9.0,0.0,0.0,0.0,58.125,72.0,0.25,367961.0,40884.555555555555,76090.0,55.0,6.111111111111111,0.0,-0.2356480472756453,4.2,8.142857142857142,4.271428571428571,4.2,3.9,1.0,-0.027343749999999903,6.0,7.0,2.4193819456463714,23.0,3.0,2.5555555555555554,1,2,3,4,1
C0029,198.0,468.0,15.6,5.0,0.0,0.0,0.0,67.5,77.0,-0.3333333333333333,1044777.0,208955.4,328260.0,122.0,24.4,0.0,0.7333981144558386,4.5249999999999995,9.0,4.625,4.2,4.2,1.0,-0.13402061855670094,3.0,5.0,1.5219280948873621,6.0,3.0,1.2,1,4,0,3,3
C0030,77.0,651.0,21.7,11.0,0.0,1.0,2.0,57.4,71.0,-0.16666666666666666,371182.0,33743.818181818184,75008.0,49.0,4.454545454545454,30852.0,0.15708089881856327,4.245454545454545,7.909090909090909,4.281818181818181,4.8,3.4,1.0,0.08374384236453221,9.0,10.0,3.0271691184406184,13.0,2.0,1.1818181818181819,0,3,3,3,1
C0031,551.0,1165.0,38.833333333333336,12.0,0.0,0.0,0.0,55.81818181818182,70.0,0.0,1386400.0,115533.33333333333,166614.0,195.0,16.25,0.0,-0.022685490898562796,4.218181818181819,8.181818181818182,4.309090909090909,4.2,3.4,1.0,-0.01799687010954627,7.0,11.0,2.688721875540867,29.0,1.0,2.4166666666666665,1,7,1,1,3
C0032,43.0,546.0,18.2,12.0,0.0,1.0,4.0,45.72727272727273,59.0,0.0,1367944.0,113995.33333333333,250600.0,229.0,19.083333333333332,136819.0,-0.3927869838614168,4.245454545454546,8.363636363636363,4.3181818181818175,4.4,3.5,1.0,0.04669887278582909,6.0,11.0,2.5220552088742005,16.0,1.0,1.3333333333333333,0,7,1,3,2
C0033,79.0,936.0,31.2,16.0,0.0,1.0,2.0,57.13333333333333,70.0,0.0,646924.0,40432.75,83408.0,93.0,5.8125,12138.0,-0.4837126450251963,4.406666666666666,8.533333333333333,4.493333333333333,4.7,3.5,1.0,0.0028409090909091318,7.0,14.0,2.6022170014624826,16.0,1.0,1.0,0,4,3,4,4
C0034,1062.0,1163.0,38.766666666666666,4.0,0.0,0.0,0.0,33.666666666666664,39.0,0.0,248288.0,62072.0,97695.0,35.0,8.75,0.0,-0.4426128736843426,4.05,8.25,4.075,3.5,3.5,1.0,-0.21978021978021978,4.0,4.0,2.0,8.0,0.0,2.0,1,5,2,5,1
C0035,1246.0,1629.0,54.3,5.0,0.0,0.0,0.0,95.75,104.0,-0.3333333333333333,340567.0,68113.4,126360.0,34.0,6.8,0.0,0.5385711186870893,4.433333333333334,9.0,4.366666666666666,4.5,4.3,1.0,-0.022222222222222143,4.0,5.0,1.9219280948873623,13.0,0.0,2.6,1,11,3,3,2
C0036,589.0,712.0,23.733333333333334,3.0,0.0,0.0,0.0,61.5,63.0,-0.5,167239.0,55746.333333333336,66110.0,27.0,9.0,0.0,-0.1253575538385665,3.8,8.0,4.3,3.8,3.8,1.0,0.0,2.0,3.0,0.9182958340544896,6.0,0.0,2.0,1,6,3,2,0
C0037,51.0,440.0,14.666666666666666,8.0,0.0,1.0,3.0,55.57142857142857,73.0,0.0,849588.0,106198.5,162639.0,131.0,16.375,114747.0,0.34852413518578923,4.225,8.75,4.375,3.9,3.6,1.0,-0.20212765957446813,8.0,8.0,3.0,18.0,4.0,2.25,0,10,1,5,1
C0038,74.0,751.0,25.033333333333335,14.0,0.0,1.0,3.0,52.07692307692308,63.0,0.0,973618.0,69544.14285714286,117975.0,125.0,8.928571428571429,55174.0,-0.2094315749207353,4.258333333333333,8.333333333333334,4.341666666666667,4.8,3.7,1.0,-0.011673151750972516,7.0,12.0,2.6995138503199656,33.0,6.0,2.357142857142857,0,3,2,5,3
C0039,33.0,110.0,3.6666666666666665,2.0,0.0,1.0,2.0,77.0,77.0,0.0,345575.0,172787.5,183000.0,49.0,24.5,183000.0,0.0,4.35,8.5,4.6,4.5,4.2,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0,8,0,2,3
C0040,211.0,553.0,18.433333333333334,5.0,0.0,0.0,0.0,85.5,94.0,0.5,349347.0,69869.4,103200.0,37.0,7.4,0.0,0.13120427766755963,4.225,8.5,4.324999999999999,3.9,3.9,1.0,0.011904761904761862,4.0,5.0,1.9219280948873623,14.0,3.0,2.8,1,12,2,1,4
C0041,36.0,175.0,5.833333333333333,5.0,0.0,2.0,5.0,34.75,42.0,0.5,766110.0,153222.0,269576.0,118.0,23.6,219217.0,-0.47418754567465404,4.460000000000001,8.4,4.6,4.1,3.9,1.0,0.12449799196787147,3.0,5.0,1.5219280948873621,17.0,10.0,3.4,0,3,0,1,4
C0042,896.0,1459.0,48.63333333333333,10.0,0.0,0.0,0.0,62.55555555555556,75.0,0.0,839486.0,83948.6,153482.0,100.0,10.0,0.0,-0.07087886204083511,4.3999999999999995,8.444444444444445,4.433333333333334,4.0,3.8,1.0,0.13170731707317096,7.0,9.0,2.6464393446710157,11.0,0.0,1.1,1,12,2,4,3
C0043,75.0,648.0,21.6,12.0,0.0,1.0,3.0,52.09090909090909,66.0,0.0,1240501.0,103375.08333333333,168360.0,222.0,18.5,57099.0,-0.16008371204480465,4.3,7.818181818181818,4.427272727272728,4.4,3.5,1.0,0.034755134281200376,9.0,12.0,3.084962500721156,27.0,5.0,2.25,0,13,1,1,0
C0044,830.0,937.0,31.233333333333334,3.0,0.0,0.0,0.0,53.5,67.0,1.0,358600.0,119533.33333333333,154520.0,49.0,16.333333333333332,0.0,0.11986845909222318,4.633333333333334,8.666666666666666,4.833333333333333,5.0,4.4,1.0,0.04444444444444448,3.0,3.0,1.584962500721156,5.0,0.0,1.6666666666666667,1,9,1,2,1
C0045,894.0,1409.0,46.96666666666667,12.0,0.0,0.0,0.0,46.81818181818182,62.0,0.0,548622.0,45718.5,116055.0,73.0,6.083333333333333,0.0,-0.019708274226558523,4.5375,9.0,4.625,4.9,3.8,1.0,0.03932584269662917,9.0,12.0,3.084962500721156,13.0,2.0,1.0833333333333333,1,13,3,1,0
C0046,1053.0,1321.0,44.03333333333333,4.0,0.0,0.0,0.0,89.33333333333333,97.0,0.0,188312.0,47078.0,100800.0,20.0,5.0,0.0,1.069520285579227,4.1,8.0,4.3,4.1,4.1,1.0,0.0,3.0,4.0,1.5,6.0,1.0,1.5,1,12,3,1,1
C0047,256.0,480.0,16.0,8.0,0.0,0.0,0.0,32.0,46.0,0.0,557678.0,69709.75,94845.0,86.0,10.75,0.0,0.30591241570083566,4.457142857142857,8.428571428571429,4.557142857142857,4.6,3.8,1.0,0.09251968503937007,7.0,8.0,2.75,25.0,4.0,3.125,1,2,2,3,0
C0048,527.0,1119.0,37.3,9.0,0.0,0.0,0.0,74.0,87.0,-0.2,1693984.0,188220.44444444444,363210.0,232.0,25.77777777777778,0.0,0.057390226954067806,4.2875,8.125,4.15,5.0,3.9,1.0,0.09146341463414635,6.0,8.0,2.4193819456463714,12.0,1.0,1.3333333333333333,1,6,0,3,2
C0049,1178.0,1796.0,59.86666666666667,9.0,0.0,0.0,0.0,77.25,88.0,-0.2,782664.0,86962.66666666667,140580.0,104.0,11.555555555555555,0.0,-0.14724977695186917,4.285714285714286,7.428571428571429,4.542857142857144,3.4,3.4,1.0,-0.05827067669172941,7.0,8.0,2.725480556997868,19.0,2.0,2.111111111111111,1,7,2,1,4
C0050,84.0,190.0,6.333333333333333,3.0,0.0,1.0,2.0,53.0,55.0,-0.5,226236.0,75412.0,108072.0,27.0,9.0,108072.0,0.9276332732423384,3.8,8.0,3.9,3.8,3.8,1.0,0.0,3.0,3.0,1.584962500721156,3.0,1.0,1.0,0,4,2,3,0
C0051,259.0,344.0,11.466666666666667,2.0,0.0,0.0,0.0,85.0,85.0,0.0,102130.0,51065.0,65130.0,20.0,10.0,0.0,0.0,3.5999999999999996,4.0,3.6,3.8,3.4,1.0,0.0,2.0,2.0,1.0,6.0,1.0,3.0,1,1,2,1,0
C0052,854.0,1608.0,53.6,9.0,0.0,0.0,0.0,94.25,107.0,-0.2,1243307.0,138145.22222222222,236640.0,244.0,27.11111111111111,0.0,-0.2435510321603385,4.24,8.4,4.380000000000001,3.6,3.6,1.0,-0.04214559386973166,6.0,9.0,2.5032583347756456,11.0,0.0,1.2222222222222223,1,3,0,4,0
C0053,1526.0,1562.0,52.06666666666667,2.0,0.0,0.0,0.0,36.0,36.0,0.0,75590.0,37795.0,53600.0,13.0,6.5,0.0,0.0,3.4,5.0,3.5,3.4,3.4,1.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,1,2,3,5,0
C0054,1248.0,1401.0,46.7,4.0,0.0,0.0,0.0,51.0,62.0,0.0,790320.0,197580.0,265140.0,111.0,27.75,0.0,-0.3371521268470652,4.033333333333334,7.0,4.2,4.2,3.9,1.0,0.012499999999999956,3.0,4.0,1.5,9.0,0.0,2.25,1,1,0,4,3
C0055,780.0,1389.0,46.3,11.0,0.0,0.0,0.0,60.9,75.0,0.2,1098440.0,99858.18181818182,181324.0,196.0,17.818181818181817,0.0,0.8319861633608592,4.300000000000001,8.555555555555555,4.377777777777777,5.0,3.7,1.0,0.05389221556886241,5.0,7.0,2.186704345910025,15.0,5.0,1.3636363636363635,1,11,1,1,2
C0056,651.0,701.0,23.366666666666667,3.0,0.0,0.0,0.0,25.0,26.0,-0.5,100676.0,33558.666666666664,41334.0,14.0,4.666666666666667,0.0,0.4995233366434955,4.05,8.0,4.550000000000001,4.3,3.8,1.0,0.0,3.0,3.0,1.584962500721156,12.0,3.0,4.0,1,1,3,2,4
C0057,675.0,1363.0,45.43333333333333,17.0,0.0,0.0,0.0,43.0,57.0,0.125,1179665.0,69392.05882352941,143145.0,186.0,10.941176470588236,0.0,-0.24608360806783788,4.371428571428571,8.5,4.6000000000000005,4.4,3.4,1.0,-0.04472843450479256,8.0,11.0,2.8221819586428722,54.0,3.0,3.176470588235294,1,4,2,1,2
C0058,783.0,1403.0,46.766666666666666,15.0,0.0,0.0,0.0,44.285714285714285,60.0,-0.125,637136.0,42475.73333333333,88605.0,78.0,5.2,0.0,0.09270459053656267,4.272727272727273,8.181818181818182,4.245454545454545,5.0,3.6,1.0,0.04066985645933034,10.0,15.0,3.1898980954642875,50.0,3.0,3.3333333333333335,1,13,3,5,2
C0059,22.0,253.0,8.433333333333334,5.0,1.0,2.0,3.0,57.75,65.0,-0.3333333333333333,310095.0,62019.0,84458.0,49.0,9.8,134592.0,0.6039687334102185,4.05,8.0,4.1,3.8,3.8,1.0,-0.11627906976744186,3.0,4.0,1.5219280948873621,14.0,6.0,2.8,0,13,2,3,1
C0060,1174.0,1614.0,53.8,8.0,0.0,0.0,0.0,62.857142857142854,73.0,0.0,1411066.0,176383.25,324684.0,210.0,26.25,0.0,-0.3993951788997746,4.2,8.0,4.566666666666667,4.2,3.5,1.0,-0.16058394160583933,6.0,8.0,2.5,9.0,2.0,1.125,1,9,0,0,4
C0061,359.0,1068.0,35.6,15.0,0.0,0.0,0.0,50.642857142857146,62.0,0.14285714285714285,2568139.0,171209.26666666666,342510.0,378.0,25.2,0.0,0.26794656369890524,4.142857142857142,7.785714285714286,4.235714285714286,4.0,3.5,1.0,-0.040540540540540605,8.0,13.0,2.732914563979398,46.0,4.0,3.066666666666667,1,7,0,1,2
C0062,58.0,392.0,13.066666666666666,8.0,0.0,1.0,3.0,47.714285714285715,60.0,-0.4,1042810.0,130351.25,189474.0,157.0,19.625,101962.0,-0.1521600453627246,4.433333333333334,8.666666666666666,4.416666666666667,3.8,3.6,1.0,0.046153846153846406,8.0,8.0,3.0,20.0,4.0,2.5,0,11,1,2,4
C0063,908.0,1733.0,57.766666666666666,9.0,0.0,0.0,0.0,103.125,111.0,0.25,943222.0,104802.44444444444,206550.0,167.0,18.555555555555557,0.0,-0.046126884144711666,4.328571428571428,8.142857142857142,4.514285714285714,4.7,3.8,1.0,0.06799999999999996,6.0,8.0,2.4193819456463714,23.0,2.0,2.5555555555555554,1,11,1,1,1
C0064,1431.0,1774.0,59.13333333333333,9.0,0.0,0.0,0.0,42.875,54.0,0.25,753205.0,83689.44444444444,113355.0,146.0,16.22222222222222,0.0,0.28620928428982945,4.2333333333333325,8.11111111111111,4.2555555555555555,4.5,3.5,1.0,-0.027906976744186074,4.0,6.0,1.8365916681089791,9.0,0.0,1.0,1,3,1,0,3
C0065,506.0,1090.0,36.333333333333336,15.0,0.0,0.0,0.0,41.714285714285715,56.0,0.14285714285714285,2355002.0,157000.13333333333,307613.0,378.0,25.2,0.0,-0.08895452343124988,4.35,8.1,4.38,5.0,3.6,1.0,0.13235294117647037,9.0,14.0,3.0062389286533895,48.0,4.0,3.2,1,2,0,0,0
C0066,156.0,222.0,7.4,2.0,0.0,0.0,1.0,66.0,66.0,0.0,305546.0,152773.0,268994.0,34.0,17.0,0.0,0.0,3.6,8.0,3.7,3.6,3.6,1.0,0.0,2.0,2.0,1.0,9.0,5.0,4.5,1,2,1,3,0
C0067,574.0,1159.0,38.63333333333333,12.0,0.0,0.0,0.0,53.18181818181818,64.0,0.0,670959.0,55913.25,118580.0,121.0,10.083333333333334,0.0,-0.05944365390622289,4.311111111111111,8.444444444444445,4.444444444444445,3.9,3.8,1.0,0.09268292682926804,6.0,11.0,2.4591479170272446,12.0,0.0,1.0,1,12,2,0,4
C0068,1271.0,1553.0,51.766666666666666,5.0,0.0,0.0,0.0,70.5,81.0,0.5,701327.0,140265.4,222525.0,88.0,17.6,0.0,0.20697117118561204,3.6333333333333333,7.666666666666667,3.6999999999999997,3.6,3.6,1.0,-0.02702702702702705,4.0,5.0,1.9219280948873623,9.0,0.0,1.8,1,12,1,2,1
C0069,436.0,638.0,21.266666666666666,8.0,0.0,0.0,0.0,28.857142857142858,44.0,0.0,270778.0,33847.25,63918.0,42.0,5.25,0.0,-0.08361170875325558,4.25,8.0,4.316666666666666,4.7,3.7,1.0,0.09016393442622964,6.0,8.0,2.5,24.0,7.0,3.0,1,3,3,4,1
C0070,432.0,630.0,21.0,3.0,0.0,0.0,0.0,99.0,103.0,1.0,414455.0,138151.66666666666,174675.0,61.0,20.333333333333332,0.0,0.40543510243113023,4.2,8.0,4.4,4.2,4.2,1.0,0.0,2.0,3.0,0.9182958340544896,7.0,2.0,2.3333333333333335,1,2,0,2,4
C0071,137.0,137.0,4.566666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,57845.0,57845.0,57845.0,5.0,5.0,0.0,0.0,3.5,8.0,3.6,3.5,3.5,1.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,1,13,3,2,2
C0072,1429.0,1693.0,56.43333333333333,9.0,0.0,0.0,0.0,33.0,52.0,-0.2,650236.0,72248.44444444444,104784.0,94.0,10.444444444444445,0.0,0.2519135037907176,4.371428571428571,7.571428571428571,4.3428571428571425,4.4,3.4,1.0,-0.07481751824817522,5.0,9.0,2.197159723424149,20.0,0.0,2.2222222222222223,1,13,2,1,3
C0073,483.0,954.0,31.8,16.0,0.0,0.0,0.0,31.4,45.0,0.0,696319.0,43519.9375,96352.0,99.0,6.1875,0.0,0.08890895509403283,4.569230769230769,8.846153846153847,4.607692307692307,5.0,4.0,1.0,-0.03225806451612892,9.0,14.0,3.077819531114783,33.0,1.0,2.0625,1,13,3,3,2
C0074,90.0,464.0,15.466666666666667,5.0,0.0,0.0,1.0,93.5,101.0,0.5,163463.0,32692.6,50780.0,28.0,5.6,0.0,-0.5083404195011337,4.666666666666667,8.666666666666666,4.833333333333333,4.4,4.4,1.0,-0.07142857142857136,3.0,5.0,1.5219280948873621,6.0,2.0,1.2,0,4,3,1,0
C0075,1242.0,1443.0,48.1,4.0,0.0,0.0,0.0,67.0,82.0,0.0,464042.0,116010.5,145650.0,92.0,23.0,0.0,-0.1254160876450247,4.2,7.333333333333333,4.3,4.5,3.3,1.0,0.4090909090909093,3.0,3.0,1.5,7.0,1.0,1.75,1,6,0,3,1
C0076,162.0,510.0,17.0,4.0,0.0,0.0,1.0,116.0,123.0,0.0,244917.0,61229.25,90450.0,38.0,9.5,0.0,1.2598227120268328,3.9499999999999997,7.5,4.025,4.0,3.8,1.0,0.051948051948052,3.0,4.0,1.5,15.0,4.0,3.75,1,5,2,2,4
C0077,178.0,178.0,5.933333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51510.0,51510.0,51510.0,17.0,17.0,0.0,0.0,4.233333333333333,8.080128205128204,4.333333333333333,4.2,3.6,0.0,0.0,1.0,1.0,0.0,7.0,3.0,7.0,1,2,1,5,0
C0078,240.0,1056.0,35.2,14.0,0.0,0.0,0.0,62.76923076923077,74.0,0.0,1889585.0,134970.35714285713,217932.0,255.0,18.214285714285715,0.0,0.13842979883028225,4.318181818181819,8.363636363636363,4.372727272727272,4.6,3.7,1.0,-0.04223227752639514,9.0,13.0,2.950212064914747,44.0,8.0,3.142857142857143,1,10,1,0,1
C0079,56.0,500.0,16.666666666666668,10.0,0.0,1.0,3.0,49.333333333333336,63.0,0.0,743951.0,74395.1,106488.0,97.0,9.7,103950.0,-0.2166761352059467,4.4,8.75,4.4125,4.8,3.5,1.0,-0.1075268817204301,6.0,9.0,2.4464393446710155,30.0,10.0,3.0,0,1,2,4,0
